id	filename	md5	size	state
25affd0b-eb31-4641-a779-a4f51e64e11f	0777899a-fe18-4b82-ab1f-9b8f90c5f65d.mirbase21.mirnas.quantification.txt	306f5e3d5e412d7f4fd828a03f5081b2	50397	live
3191d8e3-0358-4c21-a4db-2b20f6cdd0aa	a96f2f6c-38e0-453c-961d-aa83b92652da.mirbase21.mirnas.quantification.txt	819afb127c1a32e48f0daa21f8334d13	50445	live
eb499dad-54ad-4d48-986c-3b17507ff9ba	e4c90512-0e06-4517-95fe-c10b999f5f81.mirbase21.mirnas.quantification.txt	0c8c6d6ecb81d8656e2db6bb5bd40c85	50227	live
8b4df93e-b97a-4f72-8e9f-2ed5193721b0	61ec8919-8b12-43d7-b127-8b68a66bd033.mirbase21.mirnas.quantification.txt	1f26acbf0445d9b08754b65a08ad9e5f	50248	live
f89c71af-3c3a-4f1a-9af3-e91139672305	6f73d11b-c0c0-4059-bea6-a9b896501a19.mirbase21.mirnas.quantification.txt	ed22c815107fc3981872db053a2f1b6a	50207	live
d98ec29f-0a0d-4509-9184-dee01d524b9b	2adb35ac-1ec2-45c9-837a-efc4eb7595be.mirbase21.mirnas.quantification.txt	5154bae00fb8ff90a61f22a65a67d197	50316	live
297b6213-92d1-4853-9621-160b3f10387b	03a67e6e-2788-4676-8f8d-fd4b4a2ab207.mirbase21.mirnas.quantification.txt	e06cb1cfc3910d7f62c3fee7f03d065a	50384	live
df9a56ee-8381-4211-b35c-a5bdd76206b1	59327904-71c8-493b-933b-6b41c9e0db44.mirbase21.mirnas.quantification.txt	0093c93ff8374333116a578aa6825635	50278	live
39804cc9-fb65-48e2-935d-8eb04f1dac73	c201e9d6-600d-405a-84ff-fb7011c9379d.mirbase21.mirnas.quantification.txt	bd026b83bfa6d7c457a3a23a13307076	50364	live
ce2c761e-1126-4e33-8d1c-86e54c33fdf7	c36c20f6-3a1f-485f-93d1-fef32590367f.mirbase21.mirnas.quantification.txt	a5f4c31fb95cfae4ba85563d529aca9d	50380	live
13e0903d-ec92-4aae-a1c9-98f627c5220b	2b8ce171-41a0-4a37-9fdc-55bbfaa53ea0.mirbase21.mirnas.quantification.txt	75201e452a93265403deb131ff28a344	50458	live
0963590c-709b-424c-b3da-03f1376602d9	412bf7ff-29d9-44be-a605-cd503334690d.mirbase21.mirnas.quantification.txt	78dd8263a301b8e1f3f3d860e37381d7	50460	live
0a4e1dee-7bb9-4b06-be75-102a6303cc67	c09b4cf3-f097-4ab0-9058-6887326ee3c6.mirbase21.mirnas.quantification.txt	78c1eb04299c135e6ddf3e6f5ef203a1	50484	live
a69d2a4f-d46b-4594-a1fe-c646041c57b5	0a14c3bb-956b-43b7-a27e-8f61b9910ecb.mirbase21.mirnas.quantification.txt	9d54aae8fca0a8b499aac8ec086a2e48	50237	live
71ca039a-f5f4-4630-9a26-b1736073adb4	a76951f9-752c-46e0-80f3-8f7ec736517a.mirbase21.mirnas.quantification.txt	a70769b568c914503a43f12b950d0b03	50401	live
9a0f6fab-a799-4d7a-b2ad-9a7f206114be	b6fe3163-d533-441a-bf22-6fa4a54098f9.mirbase21.mirnas.quantification.txt	24580cd1cddae95b8bbac2c2706ed335	50308	live
33baf738-4df4-44e5-9386-920d3ae625c2	a5b64d9b-e61c-43a9-a501-b56426bf2082.mirbase21.mirnas.quantification.txt	384e5a1ac181f0227b59e2ada01f3e94	50174	live
68d0c0d4-c9d9-41aa-aeda-4fd76d54377f	610a0c74-2476-49c5-847f-9d0db6ee0895.mirbase21.mirnas.quantification.txt	da3e4c7540362975f7997eb96ba650f0	50180	live
7da33847-b1f8-4977-b223-aa9310f2f567	986c5a71-6af3-4ff5-af99-4a5362cbb08b.mirbase21.mirnas.quantification.txt	ec7e6143deb5300b26d0e33de865c3ec	50098	live
ee4ee8ad-c943-4143-8ed6-b2ab8d555f0f	cc0bf161-b962-4988-b921-6f5d6725702c.mirbase21.mirnas.quantification.txt	de469992892a3c58d068aabae355c329	50342	live
03cd9e0d-b484-4cf6-929e-9b75970f22f9	5a5895ab-6690-4686-a918-9fce6858e69f.mirbase21.mirnas.quantification.txt	0cd2c6e0f2958c2fcfaf0827c3dd9d57	50492	live
b97c4e03-bd72-409f-9484-7e357e4aeeff	78bd6a83-4790-4e02-810d-f0ada082b4fa.mirbase21.mirnas.quantification.txt	8069e7cc073164efd874a0c6ddea4443	50134	live
a9285535-3585-44c3-b17c-7a2ae9bad99c	bdfd12a9-cc75-4714-ab33-1e784d07de50.mirbase21.mirnas.quantification.txt	7a51f2c4b3ac90004ec9ac5ee7ca4b08	50235	live
e62fbf46-9302-4b0e-9429-40f63c5f9fde	4ae84788-7325-49b6-b203-99556411adb6.mirbase21.mirnas.quantification.txt	771169dfd9b165dd4ac3311051137222	50368	live
56fcca8f-339f-4f81-8157-7b5d3d5b753a	de0f9891-174c-4b34-a73a-d91b614d7703.mirbase21.mirnas.quantification.txt	754dac60de78f81589d05fa7ea64a4f7	50401	live
604d8e17-2298-4af5-acb9-d644cae937d9	5ef61536-fc67-417b-a93a-521c0a518441.mirbase21.mirnas.quantification.txt	dc140fd13831e4be1b8b5b1536d9c28a	50426	live
40a89801-479f-4dfe-a39b-a7ec4db12ff0	bcee2b22-b36a-4df1-b479-7bc569ad7fb6.mirbase21.mirnas.quantification.txt	21ec96fbedcfe72496834b5f82f2148d	50391	live
6d027178-09d7-4dbb-9dee-0a8fa6f29156	c95f61b8-74f7-4561-b930-2e41dbc5a7d0.mirbase21.mirnas.quantification.txt	e52719923c1fe7648b7c32fd5641e3f2	50165	live
2b76c244-8299-4386-869a-db13f3dca1f1	8ebf57ac-4c32-475d-9d0e-98d64b23d197.mirbase21.mirnas.quantification.txt	3aee521bf07b0e58900f10bf15cb1b6d	50226	live
2f38451e-64c6-4d6b-be9e-d85d68f8a2a0	e1d950e4-8a82-4f29-b5d4-c900e4d6b6e2.mirbase21.mirnas.quantification.txt	7535d3e22234e741cfb20a9052c32775	50285	live
29234951-8728-4e8c-b32c-b7480b0868ad	f598c235-a92d-4524-88f2-361ae658ede3.mirbase21.mirnas.quantification.txt	94894b351f8aa19e18e1ddf7492737b0	50347	live
f62df775-0a40-45bc-9768-4bb933b95a1a	aca86ddd-3dbc-4c4f-983c-96b39cf82560.mirbase21.mirnas.quantification.txt	bf4f2eb166a6da3ff0514daa5fc2ab92	50321	live
24ab6eba-9099-4caa-bdd8-4660d8e549f5	a9a8e5af-cfdc-4ff3-8cff-28be61e254ac.mirbase21.mirnas.quantification.txt	14f48190a696ca11f444ba6bc85e480a	50346	live
9c9d4ea0-d179-4e85-8fab-0daf7f70a6eb	c704eab3-20b4-4ad3-8d3b-1e72a9b8560a.mirbase21.mirnas.quantification.txt	09f785e709f0c5b2d882cc0790ddfb36	50219	live
819a602e-61ad-4152-8039-10589008a100	4299f87c-507a-468d-86e4-37c3ca74cfc8.mirbase21.mirnas.quantification.txt	a443730e883f5145bd4279e673be85cd	50414	live
9c075717-85d9-4d72-b5c1-ea7d322d8e39	cb397725-dd14-428f-a0db-ea518d15ea68.mirbase21.mirnas.quantification.txt	c58337d1f35d844acb4bfb8256a279c2	50536	live
1821cdf8-4bb9-4920-9f88-c3dc36e4132f	f1a9ddc7-d348-45e5-bb51-c0a27b94ed4e.mirbase21.mirnas.quantification.txt	7fe0c4302814ffaf3c1c1ef02895a5f8	50253	live
52ee7d1f-779d-435f-b1fb-85462a8fb849	8c7295bb-90cf-4fb3-a177-9f119a251021.mirbase21.mirnas.quantification.txt	777e1c864ad3ec9a2f654c3832f01911	50435	live
5fe11706-5d62-4fab-b2ad-fba73f3b7e5c	083f1b5b-2032-41e0-957f-1d9c57544459.mirbase21.mirnas.quantification.txt	bd48478e83ed0a11ba7117d6f6cba65d	50063	live
dd2af6c0-87a7-460d-a680-9d2ff784d42c	9c644f65-0ebb-4862-98a9-308b81c8fb26.mirbase21.mirnas.quantification.txt	64e197de6f0d4cbf8a7c63ed375383ff	50185	live
34c106a8-3ff8-4d58-a51e-ebbd8e8f25a6	777d840d-5f6d-4ff6-ae84-31da3c44e2da.mirbase21.mirnas.quantification.txt	e4e9e88f8ee7eeee731e6a5e6de07395	50235	live
cb88e431-14df-45ce-8d08-f766855f80d3	5edba520-5738-48bd-ac79-bdaedada2ebc.mirbase21.mirnas.quantification.txt	ddac56bf5f90e4f46ac10980894e1054	50111	live
bcbce124-d8d2-4795-a9a8-ebcff7d6154e	49eca4e4-2ada-42f4-838a-0cbf235807d2.mirbase21.mirnas.quantification.txt	2e7b7d3ee115624bbe1b9c4497651813	50180	live
c83c7ab9-6bcf-439d-94b8-582f0d05a266	59bc176f-d882-4a02-9383-7bd4c63a1f24.mirbase21.mirnas.quantification.txt	ad7fca3418e7dffaed18dd3acff96c71	50242	live
ce72231f-d84c-4b01-96fd-57031e02a8ce	19171014-6453-4d92-aa2d-5d08dfaf3b97.mirbase21.mirnas.quantification.txt	a6bab4c86cde19c7ca0c4cb47533f14d	50287	live
63a89375-dd68-4f93-8d36-71d9a3ffcd33	26933338-7154-4889-bb42-adec893736bd.mirbase21.mirnas.quantification.txt	76be81a5ea67916787f3b42a2cf2f270	50488	live
cd4e115b-10c7-4d39-8d82-63d8408ac7d3	342bcb05-1df2-4c6b-993a-c7c5932c2e43.mirbase21.mirnas.quantification.txt	d6e93192941d023d2c389178cec80f71	50202	live
4bf00b3a-2f94-4424-b231-e2ac974697ab	e9307701-8161-4e20-8922-6a4a9012bd6b.mirbase21.mirnas.quantification.txt	ed8707462678af9ece12aee0a85e0774	50382	live
0ca2657a-871a-4033-9b0d-4d1d35c17195	14ae1d6b-f3d1-4db2-a838-e6213fd09e90.mirbase21.mirnas.quantification.txt	a330b35690d8f142422ce4f41966adcd	50338	live
1456ab29-8dd8-41c4-a09b-46de3a02ca15	c7339bf1-f0bc-45a6-a623-2c593268008a.mirbase21.mirnas.quantification.txt	3ca151d663e9107dfd38b2a21b4b5da2	50352	live
fa5184ec-8a65-4bef-b503-4f739c88c40e	42bacae0-6c7d-4f8f-90b3-0c9a446c69d5.mirbase21.mirnas.quantification.txt	68bae082d2f231976a97ef115eb65596	50175	live
aba11ffa-20d8-44d0-b04c-c4b8680099c9	bbd7a051-b040-4622-8a3b-d4a139a4d1da.mirbase21.mirnas.quantification.txt	1eeee9331580371f9ad7f8f5680e3b1a	50304	live
313c0dc6-2c2a-4fe9-8892-84ccefbf3933	33940733-3ad4-4d76-974e-82b216a415e7.mirbase21.mirnas.quantification.txt	e32edc6fe3cbff8a84effc7429104571	50513	live
d2cc659e-1220-4bc7-a049-5e97c1d53ed1	7f1e1a91-aa48-4fdb-bb19-cbc09dd557b3.mirbase21.mirnas.quantification.txt	b99b65dd2610f8f7a73cddf5397ea8a5	50438	live
fa63ce14-b9b5-4041-9df7-3b86ba9ede16	fd25ab2b-b048-400c-bab5-38bf4a039640.mirbase21.mirnas.quantification.txt	e03d96947fae67891c9dbb7990a3652b	50284	live
b4bead2c-1f1b-4927-8d3f-4102a2065290	0688773f-5979-42e2-89a4-9b2ebc66efb3.mirbase21.mirnas.quantification.txt	2f20298af08885d84390eebc7b4179e0	50384	live
9f98efc1-6ed0-4adc-aec9-6579c5f08b73	8a66f451-5529-47a5-86ee-9ba8761739fc.mirbase21.mirnas.quantification.txt	8356a50380a671179d7e1cae2478f015	50340	live
bfbcd966-1e96-467e-a8c5-436ce45ba9b4	03143e09-b5e5-4cea-bb79-6f016da1fe3a.mirbase21.mirnas.quantification.txt	82339f1044a45c45cdd41af00cbfebd9	50178	live
450a3db7-c6e6-43ec-b6f3-d21e186cc02a	5f0183e5-bd0a-42fa-b2b3-c7097a135c13.mirbase21.mirnas.quantification.txt	466c807f3a3b960f38513f939fd66b3b	50123	live
e3a55804-afc4-49fb-acea-0d20a70c3605	1cad3ea0-5791-4db3-834f-e20a69e43c6b.mirbase21.mirnas.quantification.txt	ec2608f3ae30c18b411905ae7afc2699	50217	live
a0bf4b4f-24b5-44a0-bfdf-585004d60743	b8aef3cd-383c-455f-918a-cfd7405ef7f5.mirbase21.mirnas.quantification.txt	309a81f5424d5defd56bbaf7192cfaef	50256	live
9c533a3a-17b2-4931-94d9-2269eacafddc	972201d5-1b6f-4a8d-8fdb-34163ed87cd2.mirbase21.mirnas.quantification.txt	219a826948febdbfc459244ca6d300d4	50190	live
e0045881-1ea8-4cd7-92a8-fdc61954b9a1	c0dc9da0-5321-4ea3-a240-a17fb715208d.mirbase21.mirnas.quantification.txt	07794c5b48bd7867ecf0460f1770f9d8	50391	live
272ab114-d1bf-4197-961a-d51e66181b55	236884e8-0123-42cd-a95e-651d8c5b21c9.mirbase21.mirnas.quantification.txt	f45971d23fadc11992191bfef8214b2c	50436	live
10c13305-fa56-429d-880a-2827f64503ae	2447723d-3a89-48b6-aa99-63c566454297.mirbase21.mirnas.quantification.txt	45207b048af70d50e52378087a5d9bb4	50159	live
e80375bd-65f0-44e0-81fa-c7d0c7463b90	1da9bf4c-70ae-4550-bb32-49c7c297f7a9.mirbase21.mirnas.quantification.txt	1b6588e0bb4d9b643c06d6e40de7e607	50262	live
f826811c-bffa-4363-9dcb-45a038ce36ec	186eef89-94fb-4a1c-9a81-f37733cea0f6.mirbase21.mirnas.quantification.txt	53b1252760d685e53d15122e5646c147	50460	live
1360fa1d-dc8a-4b50-b791-5ea38cf8c909	e965389c-978f-4429-a424-6577705c7501.mirbase21.mirnas.quantification.txt	b87ba9b0fac348daa6e97f40713b5e24	50105	live
304a419c-e330-4d14-aa94-7c4f6f43d257	b6ae2a2c-d7f2-4f2f-805e-b6b2d9582e27.mirbase21.mirnas.quantification.txt	e0b312ee2fb4a87dff974e35228769db	50587	live
faeff7d6-563f-48f3-a7d2-855b1964bd87	fad661ce-7835-444c-9205-f93085723284.mirbase21.mirnas.quantification.txt	2b3201e4720ee3c8b1f64f247c164f93	50283	live
1e9ee1ce-e05a-4dc2-9718-c3a9d24a2916	3a52c147-c498-477f-8c2a-35b4240b3364.mirbase21.mirnas.quantification.txt	065a7a3be69890caed187244373951a4	50381	live
6a83378e-4b5e-4fd2-a681-cbb322b56713	369d9ca8-1583-4490-b0c4-3072d9f8cee1.mirbase21.mirnas.quantification.txt	f5143ae00dd611596b43a6ffc9aa19f4	50321	live
160e2c2f-33c1-4116-9241-5ca315b762d0	ff2c34e5-cd30-4bc5-bda7-dda749ed0eeb.mirbase21.mirnas.quantification.txt	72b89a6d01f5d84078ac85775d6edd1c	50217	live
d4faa7bf-fcc1-40cd-b9c6-bbc051eccb85	9544a26b-3c44-44db-958f-444a62b5aee8.mirbase21.mirnas.quantification.txt	0b35ae058a526142e8da4f1d60f27659	50104	live
e027e7af-8ff0-4b8d-bdf2-40de2db5d447	b53da069-da4d-4c2a-a8de-3ccdaaf6eb45.mirbase21.mirnas.quantification.txt	3d25f38b86d0c891994fa213e89bacd2	50260	live
bc1ec616-b025-4a39-8d99-d86c9d1b0279	383b1f5e-651e-4f4d-9241-5c4b330a5184.mirbase21.mirnas.quantification.txt	7b9abb505675efcb6f11d95bf7035c01	50356	live
5eac0fae-f4b5-41a4-827d-2cadde63c060	4cb977db-be5f-497d-a4a2-96e6873699dd.mirbase21.mirnas.quantification.txt	97a1fb608dc66c42c1226bcc37b7f28c	50292	live
7fc47329-c638-4ff1-98f1-58f7645b95ef	ad114591-0409-4bc5-8f0b-dbb44a5ad0eb.mirbase21.mirnas.quantification.txt	ac0dc6e4ecb3ced0702881826b6ee66b	50234	live
d99487de-1d53-4f04-aa88-f97260eea04d	8c74c2c6-7e5b-48a5-a714-5c93be6105e0.mirbase21.mirnas.quantification.txt	3f71a28cf7fdd66fc2a7cb52e21aa499	50272	live
155ad7f3-f30d-4c0a-abea-46cc993e280f	ca28f377-d686-41f9-90fb-9da55fec40cb.mirbase21.mirnas.quantification.txt	37d40a474e85a8dfb1a285485307479a	50422	live
92621fcf-a93f-45f6-88f8-76252c843e99	d489621d-966b-44fd-81ca-12e4e131b119.mirbase21.mirnas.quantification.txt	16d1ce637fdd1b36d6adbc7227e95035	50418	live
e68e1056-d9af-41c2-8c86-790715409881	c8cf3427-099c-417f-8b4a-c05782bf57a1.mirbase21.mirnas.quantification.txt	3836fdb992d1e1e51227a1688db18561	50281	live
7b947fea-50ed-4e40-8e32-a8f8ce6a1cc4	d56eae47-6e27-4938-92dd-e3b5c69d2480.mirbase21.mirnas.quantification.txt	e924034eda3220812304e2b7c15d1f8d	50181	live
c8dd813e-d128-4b20-93bc-5035ed0723db	96d02c57-f553-4677-84fd-5e3f3187942b.mirbase21.mirnas.quantification.txt	54a008187897005daebe031575503974	50160	live
298fa148-699e-4521-87b2-71f6ca37a10c	a070a1ad-53be-4574-b1e8-0a33fee84d99.mirbase21.mirnas.quantification.txt	7e987cfd57bc1f326844f2fc0cd2efb8	50305	live
038e6b5d-0c50-4e15-ac77-612cc7983cdc	9533971b-f059-4aec-979f-53da68b5d312.mirbase21.mirnas.quantification.txt	5ba239b169709063984eb585ddef919a	50283	live
f1b42db7-3899-40d1-b50e-05485b1eef7c	a8a3015d-9acf-4391-a356-60e11916382d.mirbase21.mirnas.quantification.txt	5493ce072f98ac9fab462db091c3213e	50184	live
b405ca13-f12b-4623-a1bf-ec99b5ccfbcd	583b0e63-4946-4de0-b75c-842006c67d6a.mirbase21.mirnas.quantification.txt	a573291b0b8c5f114e750fedf15fa938	50143	live
fc75aec0-cd08-49ba-a446-a143f2cb2a66	9f69d15c-37d7-4864-a081-b5bc2ee2c228.mirbase21.mirnas.quantification.txt	84e303de79f3bcabcb1d62a2f68ac581	50352	live
3bcdb2d8-edf3-48c3-90a7-0c081f9dac1f	72c184e6-0ce3-4b0a-954c-ce0bc4bf9770.mirbase21.mirnas.quantification.txt	d3ec19b4abf036a24eba47a51d4e9ad6	50119	live
26b6787c-87a6-464c-9c8c-4b5c1903db72	dc4a6111-da4a-490a-a558-37e1a9918773.mirbase21.mirnas.quantification.txt	bc2bf12927c4dc98c620639824f90372	50316	live
ebc02873-6f17-4433-aa41-aa1f151a9b19	29ff8d60-f6e8-4af5-87c5-afb5982f7fea.mirbase21.mirnas.quantification.txt	cdccc7def6f89ffadbd22bec05e4ce05	50486	live
b9d2753e-8189-441d-9528-60de47b4a32c	5150ee00-a2b3-4cc5-a619-9676604c66c1.mirbase21.mirnas.quantification.txt	d471da284faa284c893c89c078e0fd04	50261	live
0d2141c1-c26d-4ba3-9728-9715bd715cf0	781988c7-83c1-491e-9122-b75f5e78c96b.mirbase21.mirnas.quantification.txt	b213897696ba4b5957aad2c770555aa1	50173	live
9f1f4407-eeef-495b-9b51-ed7fb3226eca	27261a28-d8a7-4aa4-8b0a-028f0b038486.mirbase21.mirnas.quantification.txt	d65b614a01b55f02a70789fe91a3cb08	50239	live
0cb6c6e1-d1ab-4e2e-93ea-80e2ea663a50	3fb17e7c-311e-438b-9ddc-a07c3102a1ca.mirbase21.mirnas.quantification.txt	5478141dd0a195b9d1da39a35a92cc6c	50249	live
5ae45886-041d-430f-b28f-6786032d72ea	47e1a1e5-2faf-4617-8c8c-4653846d8196.mirbase21.mirnas.quantification.txt	9e212631bf633a484855151e885a0cdc	50265	live
22529dcb-53eb-4f7b-b3a0-434bca286567	0ad7de9f-5762-408a-9396-3d6508d66113.mirbase21.mirnas.quantification.txt	3d1b3428345bd9cff6b40fb33b85fd5b	50322	live
31d6378b-5d30-41af-869e-7343c2a24431	74e525d4-d88d-4ddd-b5b5-652fd172f1ce.mirbase21.mirnas.quantification.txt	7d56beba5e23e19023196702cf63877e	50370	live
f875ec46-745f-4ce9-9c1b-2843ff3525e2	e85de304-84a8-4ba5-8c64-8ec4a80db5a9.mirbase21.mirnas.quantification.txt	155ecf7b6a14faac21be5ff1b48af7af	50180	live
2c101f2f-d5b6-4702-8b20-a4b7b907a6fb	39e7493d-bff8-4207-8dbb-47bb904091db.mirbase21.mirnas.quantification.txt	75d0611166dfbcc98f7f2751cd1f7e9e	50370	live
e931fb80-682c-4f7f-9bd8-c7dd16997552	ac615e2d-87bb-4d61-b1e7-64db75196c16.mirbase21.mirnas.quantification.txt	2bdc5d6771e118ed42e02e3ec5a097f4	50411	live
5f8b68bd-9a3c-4d9d-93d2-4a5c5304a874	0e93f98e-61d9-429a-97c9-fb038adc628f.mirbase21.mirnas.quantification.txt	3bcf18da5ce4aca5c6593bf6ed8756bb	50309	live
3776ea7d-6e59-45b5-aa1b-45e1b072d0b7	397a0e07-2aaa-4350-8250-97aae1d432ee.mirbase21.mirnas.quantification.txt	b6825c11278e3346e868337ed0d2feb1	50441	live
732952d7-f51c-4952-812b-40916ef5ea52	9169fcfd-1d80-457f-94ff-9280d3820767.mirbase21.mirnas.quantification.txt	7f174030ad6111070ac6339b5742b2a0	50250	live
ca2d0a98-2514-4956-8dda-3904ac963316	979c3a0a-2e28-4848-aa90-c4d8bd085192.mirbase21.mirnas.quantification.txt	be1e6122bc204511e33b026c3a8db726	50127	live
aabb4a9f-e53e-460a-bf6c-c79ae88fcb54	8b8f8870-db9d-40e4-ac1e-0f8939fe33c6.mirbase21.mirnas.quantification.txt	4853d5962bb4359c3b203bf993bbcaa6	50522	live
a035b5b2-f3ca-4a05-a13d-1cbd9d79050c	3cc55495-cb0b-489e-8c03-c6858b4e2765.mirbase21.mirnas.quantification.txt	6684fe7c0d58ff14430cb6824eefd8c9	50328	live
8a0fa667-536e-400f-8bac-5d84eda4d977	0bb4da57-ea6b-42f6-bcc4-83d9dcc3a61c.mirbase21.mirnas.quantification.txt	182c1414c3150b9c16e70b34abd52054	50207	live
c2a72742-0953-443e-9f8e-6dc3c4920bf0	93eee06c-72d2-4e9a-a22b-87778b4c670d.mirbase21.mirnas.quantification.txt	72405e0cf38e5a81d378d02969ecd96a	50098	live
f812ee8c-4542-4cc9-bd50-092a945bf85d	9770e617-ca2b-45e8-8aee-5451d7a98d08.mirbase21.mirnas.quantification.txt	9ebc4cda4815aee06dac2dff8a8003e8	50228	live
cdbc1aa1-0330-4ab8-9cba-8f573ca08100	7399f891-6d29-4a2b-b143-4f43ec99e2d0.mirbase21.mirnas.quantification.txt	2cd3cf841cdf63da292d57195f8ab312	50413	live
93494126-f7bd-4822-9442-122866fcb99c	b6813a98-5d95-4441-bd69-f053c92e8f27.mirbase21.mirnas.quantification.txt	de126175902d257d4e58f1980314e21d	50303	live
bbaf89ea-a58c-41ee-927d-84ef7be8f9a0	eaa45812-1023-4f52-b558-c7996dbae434.mirbase21.mirnas.quantification.txt	fa6de2b909c18f9c4d93e4d1d884b4a4	50277	live
f0277856-3dc2-4b8a-84b0-bdb9de1bdabb	5f990734-d72b-4d4d-ab34-2750b8c112e3.mirbase21.mirnas.quantification.txt	c83a3df82cd67eb5f26e04c5b781446a	50184	live
5ade57cd-5a86-4c24-91c5-79c238c018db	d61a613f-28a1-4a43-ba05-d1a97b66f9f3.mirbase21.mirnas.quantification.txt	143704e0cb09c5c766e1e389a34647b6	50264	live
